@relation 'resume_p2final-weka.filters.unsupervised.attribute.Remove-R1,3,5,6,7,9-weka.filters.unsupervised.attribute.NumericToNominal-R4'

@attribute salary_last numeric
@attribute workmonth numeric
@attribute salary_exp numeric
@attribute position {1,2,3,4,5}

@data
6001,74,8001,3
4001,3,4500,3
4001,108,6000,3
8001,169,10001,3
4001,55,8000,3
2001,56,3000,3
4001,45,4500,3
2001,54,2001,3
8001,70,8001,3
8001,40,10001,3
2001,7,3000,3
8001,17,10001,3
4001,17,6001,3
2001,3,2001,3
4001,30,8000,3
8001,33,6000,3
2001,25,2001,3
4001,7,4500,3
2001,48,2001,3
4001,255,4001,3
4001,36,4001,3
2001,31,4500,3
2001,5,2001,3
6001,11,4500,3
4001,44,4500,3
8001,122,6000,3
2001,31,2001,3
4001,47,3000,3
2001,5,4001,3
8001,90,8001,3
4001,62,4001,3
4001,60,3000,3
4001,77,4001,3
6001,30,10001,3
8001,46,4001,3
10001,59,15000,3
2001,5,2001,3
6001,91,8001,3
6001,193,6000,3
6001,30,6001,3
6001,21,10001,3
4001,26,6001,3
4001,29,4001,3
2001,24,4001,3
4001,167,6000,3
4001,12,3000,3
6001,160,8001,3
2001,19,4001,3
10001,207,10001,3
4001,52,10001,3
4001,26,2001,3
8001,53,10001,3
6001,116,8001,3
2001,18,4001,3
2001,8,2001,3
2001,48,2001,3
2001,26,4001,3
4001,207,4001,3
6001,46,6001,3
2001,55,2001,3
2001,44,3000,3
2001,6,3000,3
6001,49,3000,3
2001,11,3000,3
6001,96,4001,3
4001,54,4500,3
4001,29,4001,3
2001,38,3000,3
6001,182,15000,4
2001,32,3000,3
2001,24,2001,3
2001,70,2001,3
2001,36,3000,3
6001,29,4001,3
4001,34,3000,3
2001,48,6000,2
2001,42,3000,3
2001,16,2001,3
2001,27,4500,3
2001,106,6001,3
6001,68,4500,2
2001,20,4001,3
4001,5,4500,3
2001,42,2001,3
6001,38,6001,3
6001,55,8001,3
2001,126,2001,3
4001,15,6001,3
2001,7,4001,3
10001,166,15000,4
10001,123,10001,3
4001,63,4001,3
4001,35,4001,3
2001,23,2001,3
2001,7,2001,2
8001,29,10000,4
4001,27,4001,3
4001,16,4001,3
4001,121,6001,3
8001,31,10001,3
2001,44,4001,3
6001,37,6000,3
4001,2,6001,3
8001,35,8000,3
2001,87,2001,3
2001,43,2001,3
4001,75,4001,3
2001,27,2001,3
6001,3,6001,3
4001,33,4500,3
4001,64,4001,3
4001,50,4001,3
4001,40,4001,3
4001,48,4001,3
2001,7,3000,3
8001,62,6000,3
2001,68,3000,2
2001,14,2001,3
4001,39,4500,3
2001,14,4001,3
2001,52,3000,3
6001,23,6001,3
2001,27,2001,3
4001,61,4500,3
4001,42,4001,3
4001,16,4001,3
2001,34,4001,3
4001,39,4001,3
6001,109,6001,3
2001,262,2001,3
8001,63,6001,3
2001,31,2001,3
4001,12,6001,3
4001,22,4500,3
4001,14,6001,3
4001,62,4001,3
6001,32,6001,3
4001,24,4001,3
6001,42,6001,3
6001,76,8001,3
4001,51,4001,3
2001,25,4001,3
6001,98,6001,3
4001,32,8001,3
4001,17,6001,3
6001,35,6000,3
10001,122,15000,3
10001,69,10001,3
10001,36,10001,3
6001,24,6001,3
4001,8,4001,3
4001,68,4001,3
4001,27,4001,3
4001,40,4001,3
4001,20,6001,3
2001,9,2001,3
2001,18,4001,3
4001,155,2001,3
2001,30,4001,3
4001,28,2001,3
4001,44,3000,3
6001,5,6001,3
2001,53,4001,3
4001,42,4001,3
4001,38,4001,3
4001,74,6001,3
4001,61,4001,3
2001,92,3000,3
2001,31,4001,3
2001,11,2001,3
6001,107,6001,3
4001,35,4001,3
2001,8,3000,3
8001,10,8001,3
2001,13,4001,3
2001,96,4001,3
4001,18,4001,3
4001,119,4001,3
4001,28,4001,3
8001,54,8000,3
4001,13,4001,3
8001,53,4001,3
2001,22,4001,3
4001,50,3000,3
2001,65,4001,3
2001,38,4500,3
2001,93,2001,3
4001,25,4001,3
4001,46,4001,3
4001,48,4001,3
4001,173,3000,3
4001,10,4001,3
4001,26,6001,3
6001,25,6001,3
2001,47,2001,3
2001,3,4500,3
4001,15,4001,3
10001,28,10001,3
4001,14,4001,3
6001,64,6001,3
4001,46,6001,3
2001,15,4001,3
4001,11,4001,3
4001,96,6000,3
8001,52,8000,3
4001,4,4001,3
4001,9,4001,3
2001,9,2001,3
8001,67,10001,3
4001,16,4001,3
4001,142,6001,3
4001,28,6001,3
6001,31,6001,3
4001,14,4001,3
2001,58,2001,3
4001,27,4001,3
15000,80,15000,3
4001,54,4001,3
4001,153,4001,3
8001,14,10001,3
4001,147,4001,3
2001,18,2001,3
2001,8,2001,3
4001,40,4001,3
4001,30,4001,3
4001,52,6001,3
4001,33,4001,3
4001,40,4001,3
2001,44,4001,3
2001,8,2001,3
2001,22,2001,3
4001,24,2001,3
2001,8,2001,3
8001,41,8000,3
8001,144,8000,3
2001,52,2001,3
4001,49,3000,3
2001,17,3000,3
2001,11,3000,3
4001,36,6000,3
4001,49,4500,3
4001,15,4001,3
10001,70,10000,4
2001,106,2001,3
8001,48,4500,3
2001,8,2001,3
4001,54,4001,3
2001,23,2001,3
2001,16,2001,3
6001,8,4001,3
4001,68,4001,3
2001,52,2001,3
2001,8,4001,3
2001,21,4001,3
2001,20,2001,3
2001,50,2001,3
2001,5,2001,3
2001,26,2001,3
2001,8,2001,3
2001,27,2001,3
2001,13,2001,3
2001,19,2001,3
2001,4,2001,3
2001,22,2001,3
4001,75,6001,3
2001,6,2001,3
2001,20,2001,3
2001,36,4001,3
4001,51,4001,3
4001,37,2001,3
4001,43,4500,3
4001,160,6001,3
2001,30,2001,3
8001,76,6001,3
4001,52,4001,3
2001,14,2001,3
10001,75,6001,3
2001,8,3000,3
4001,55,6001,3
8001,134,7000,4
2001,30,4001,3
4001,136,4500,4
4001,27,6000,3
4001,33,4001,3
8001,44,8001,4
6001,81,8001,4
7000,97,6000,3
4001,9,4001,3
8001,106,8001,4
4001,33,6001,3
10001,74,8001,3
4001,13,4001,3
4001,56,4001,3
5500,43,6500,3
4001,45,4001,3
10001,63,10001,3
8001,77,6001,3
4001,55,4001,3
4001,38,6001,3
2001,19,4001,3
4001,48,4001,3
4001,29,4001,3
6001,55,6001,3
6001,70,6000,3
2001,7,2001,3
4001,18,4500,3
6001,40,6001,3
5000,79,6000,3
4001,17,4001,3
2001,50,2001,3
4001,31,6001,3
4001,16,4001,3
5000,41,6000,3
2001,27,2001,3
4001,5,2001,3
4001,14,6001,3
4001,14,6001,3
4001,29,4001,3
8001,21,6001,3
2001,75,4001,2
2001,14,2001,3
4001,72,2001,3
2001,10,4001,3
2001,3,4001,3
2001,82,2001,3
6001,18,6001,3
4001,31,4001,3
2001,51,4001,3
4001,60,4001,3
4001,55,2001,3
2001,142,2001,2
2001,27,2001,2
2001,172,4001,3
2001,173,2001,3
10001,72,10001,3
2001,18,2001,3
8001,82,10001,3
2001,1,4001,3
2001,11,2001,3
2001,58,4001,3
4001,90,6001,3
2001,10,2001,3
2001,3,2001,3
2001,23,4001,3
10001,84,10001,3
6001,102,6001,3
4001,31,4001,3
2001,36,4001,3
4001,86,6001,3
6001,40,6001,3
4001,94,4001,3
8001,32,10001,3
4001,64,2001,3
4001,70,8001,3
4001,39,6001,3
2001,6,2001,3
4001,12,4001,3
6001,75,6001,3
2001,17,4001,3
2001,11,2001,3
4001,45,4001,3
6001,58,6000,3
4001,68,4001,3
4001,12,4001,3
10001,111,8001,3
2001,32,2001,2
4001,63,6001,3
2001,33,4001,3
6001,34,6001,3
4001,83,6001,3
2001,28,4001,3
2001,15,4001,3
2001,11,2001,2
2001,40,2001,2
4001,17,4001,2
4001,28,4001,3
6001,40,4001,3
4001,13,4001,3
2001,69,2001,3
2001,16,3000,3
4001,19,4001,3
2001,73,4001,3
2001,19,4001,3
4001,24,4001,3
4001,102,6001,3
2001,2,2001,2
2001,16,2001,3
2001,31,2001,3
2001,24,2001,2
4001,43,3000,3
4001,82,4001,3
4001,18,4001,3
2001,9,2001,3
2001,35,2001,3
2001,3,2001,3
2001,12,4001,3
6001,15,6001,3
2001,27,4001,3
2001,30,2001,3
2001,14,4500,3
6001,13,10000,3
8001,40,4500,3
4001,120,4001,3
4001,17,4001,3
2001,27,4500,3
6001,21,6001,3
2001,6,4001,3
2001,7,4001,3
2001,4,4001,3
4001,26,6001,3
6001,18,3000,3
4001,23,6000,3
2001,26,4001,3
2001,9,4001,3
4001,17,6001,3
6001,14,8000,3
2001,2,4001,3
2001,8,2001,3
2001,29,4500,3
6001,77,4001,3
4001,4,6001,3
4001,29,4001,3
4001,43,4001,3
2001,36,4001,3
4001,193,4001,3
2001,12,4001,3
2001,6,4001,3
4001,33,4001,3
6001,41,6001,3
4001,13,6001,3
2001,3,2001,3
4001,14,4001,3
4001,55,4001,3
4001,43,6001,3
4001,42,2001,3
2001,108,4001,3
2001,53,4001,3
4001,77,6001,3
8001,30,10001,3
2001,20,4500,3
4001,50,6000,3
2001,27,2001,3
6001,99,8001,3
4001,39,4001,3
4001,68,2001,3
2001,31,2001,3
4001,19,4001,3
4001,60,6001,3
2001,8,4001,3
6001,70,8001,3
4001,49,8001,3
4001,57,4001,3
2001,13,2001,3
4001,61,4001,3
2001,37,4500,3
2001,37,4001,3
2001,20,4001,3
4001,27,6001,3
4001,20,4001,3
4001,19,4001,3
4001,28,4001,3
2001,26,2001,3
6001,94,6001,3
2001,6,2001,3
2001,12,2001,3
2001,8,3000,3
4001,15,4001,3
2001,40,2001,4
4001,39,6001,3
4001,30,4500,3
8001,128,8001,4
4001,9,4001,3
8001,60,8001,3
2001,72,4001,3
8001,10,10000,3
4001,12,4001,3
4001,28,4001,3
2001,14,3000,3
2001,36,3000,3
4001,17,4001,3
4001,42,8000,3
8001,40,4500,3
6001,77,8001,3
2001,12,2001,3
4001,17,4001,3
4001,26,6000,3
6001,50,6001,3
2001,37,2001,3
10001,63,10001,3
4001,74,4001,3
2001,61,4001,3
4001,48,6001,3
4001,4,3000,3
2001,28,4001,3
2001,15,2001,3
4001,88,4001,3
2001,25,2001,3
2001,50,2001,3
2001,39,2001,3
2001,29,2001,2
2001,8,2001,3
2001,72,6001,3
2001,46,2001,3
2001,5,2001,3
2001,49,3000,2
2001,7,2001,3
8001,25,10001,3
2001,32,2001,3
2001,44,2001,3
2001,4,2001,2
2001,5,2001,3
2001,25,4001,3
4001,68,6000,3
2001,7,2001,3
2001,14,3000,3
2001,13,4001,3
2001,20,2001,3
6001,27,4001,3
4001,8,4001,3
6001,62,6000,3
6001,46,8001,3
2001,138,2001,3
2001,164,6000,4
2001,4,2001,3
2001,169,4001,3
2001,276,4001,3
2001,11,2001,3
4001,41,6001,3
2001,56,2001,3
4001,39,8000,3
2001,27,4001,3
2001,5,4001,3
2001,25,2001,2
2001,7,2001,3
2001,3,2001,3
4001,59,4500,3
4001,98,4001,3
4001,42,6000,3
2001,0,2001,3
6001,54,4500,3
2001,14,2001,3
4001,55,6001,3
2001,11,3000,3
6001,158,8000,3
10001,106,10000,3
4001,26,6001,3
2001,41,3000,3
2001,6,2001,3
2001,24,2001,2
2001,14,2001,3
6001,41,6001,3
4001,4,4001,3
6001,123,10001,3
15000,62,8001,3
2001,7,4500,3
2001,13,2001,3
4001,74,4001,3
2001,30,2001,3
4001,36,4001,3
2001,72,2001,3
2001,14,2001,3
2001,9,2001,3
2001,19,2001,3
4001,74,4001,3
4001,23,4001,3
2001,22,2001,3
2001,42,2001,3
2001,3,2001,3
2001,7,2001,3
4001,61,6000,3
2001,63,2001,3
6001,40,8001,3
2001,170,3000,3
4001,45,2001,3
4001,16,4001,3
8001,91,10001,3
4001,39,6001,3
4001,39,4001,3
6001,75,7000,3
8001,50,10000,3
15000,62,8001,3
2001,19,2001,3
2001,3,2001,3
2001,19,2001,3
10001,119,10001,4
2001,11,2001,3
2001,35,3000,3
10001,99,8001,3
8001,49,8000,3
6001,92,4500,3
6001,136,6001,3
2001,5,4001,3
4001,78,2001,3
2001,26,4500,3
4001,49,4001,3
6001,125,4001,3
4001,47,6001,3
4001,91,4001,3
4001,18,4500,3
6001,56,4001,3
6001,61,6000,3
6001,75,3000,3
6001,86,4001,4
15000,31,15000,3
4001,51,6001,4
2001,3,4001,3
6001,23,8001,3
10001,32,10001,3
4001,29,4001,3
2001,5,2001,3
15000,118,15000,3
6001,94,10001,3
6001,7,6001,3
6001,115,8001,3
2001,34,4001,3
6001,60,10001,4
4001,37,6001,3
2001,3,2001,3
4001,60,4001,3
4001,9,4001,3
10001,61,10001,3
2001,7,4500,3
2001,55,3000,3
4001,71,4001,3
6001,109,4500,3
4001,61,4001,3
2001,48,4001,3
2001,8,4001,3
2001,35,3000,2
8001,54,10001,3
6001,116,6001,4
4001,57,4001,3
4001,66,6001,3
2001,35,3000,3
2001,15,4001,3
2001,58,4001,3
4001,16,4001,3
4001,24,2001,3
2001,204,2001,2
4001,28,4001,3
2001,31,2001,3
2001,29,2001,3
2001,35,2001,2
4001,42,2001,3
2001,36,2001,2
2001,2,2001,3
2001,24,2001,3
4001,23,4001,3
2001,20,4001,3
4001,37,4001,3
2001,20,4001,3
4001,31,6001,3
4001,29,4001,3
2001,16,4001,3
4001,38,4001,3
4001,18,4001,3
4001,18,4500,3
4001,77,2001,3
4001,10,4500,3
8001,13,8000,3
2001,12,3000,3
2001,15,2001,3
2001,1,4001,3
4001,53,4001,3
2001,22,3000,2
2001,27,4001,3
4001,32,3000,3
2001,6,3000,3
4001,113,4500,2
6001,61,6001,3
4001,103,6000,4
4001,13,8000,3
2001,18,3000,3
6001,122,4500,4
10001,108,8000,4
4001,51,3000,3
4001,51,4001,3
4001,21,4001,3
4001,146,6001,3
6001,53,3000,3
6001,46,6001,3
2001,21,2001,3
2001,39,4001,3
2001,47,2001,3
2001,51,2001,3
2001,21,2001,2
2001,37,2001,3
2001,59,2001,3
4001,70,6001,3
2001,10,2001,3
4001,9,2001,3
4001,44,2001,3
4001,63,4001,3
2001,3,4001,3
2001,12,4001,3
2001,11,2001,3
2001,22,4001,3
4001,22,6001,3
2001,12,2001,3
4001,35,4001,3
2001,26,4001,3
2001,20,2001,3
4001,19,4001,3
4001,44,2001,3
4001,44,6001,3
2001,73,4001,3
2001,15,2001,3
2001,47,2001,3
2001,12,4001,3
2001,1,2001,3
2001,9,2001,3
2001,25,4001,3
4001,85,3000,3
2001,17,3000,3
4001,23,6001,3
2001,5,2001,3
4001,42,2001,3
2001,47,2001,3
2001,15,2001,2
4001,38,4001,3
4001,42,4001,3
4001,52,4001,4
2001,13,2001,3
2001,21,2001,3
4001,79,4001,3
2001,30,2001,3
4001,5,2001,3
2001,13,2001,3
2001,19,2001,3
2001,46,2001,3
2001,45,2001,3
2001,14,2001,3
2001,20,2001,3
4001,54,2001,3
2001,17,2001,3
2001,33,2001,3
2001,25,2001,3
2001,18,2001,3
2001,26,2001,3
2001,3,4001,3
4001,58,4001,3
2001,3,2001,3
2001,4,2001,2
2001,28,2001,3
4001,108,4001,3
2001,42,2001,3
2001,18,2001,3
2001,50,4001,3
2001,4,2001,3
2001,33,2001,3
2001,77,2001,3
2001,17,2001,3
2001,48,4001,3
2001,45,4001,3
2001,34,4001,3
2001,14,2001,3
2001,40,4001,3
2001,10,2001,3
2001,6,2001,3
2001,37,4001,3
2001,7,2001,3
2001,48,2001,3
2001,51,2001,3
2001,13,2001,3
2001,135,4001,3
4001,31,4001,3
2001,34,2001,3
2001,47,2001,3
2001,11,2001,3
2001,25,2001,2
2001,11,2001,4
2001,37,2001,3
2001,15,4001,3
2001,43,2001,3
4001,15,4001,3
2001,32,2001,3
4001,16,2001,3
2001,74,2001,4
2001,24,2001,3
2001,30,2001,3
6001,28,2001,3
4001,19,2001,3
2001,43,2001,3
6001,236,2001,3
2001,42,4001,3
2001,18,2001,3
2001,34,2001,3
2001,27,2001,3
2001,6,2001,3
2001,37,2001,3
2001,28,2001,3
2001,16,2001,3
2001,63,4001,3
2001,44,2001,3
2001,10,2001,3
2001,37,4001,3
2001,37,2001,3
2001,1,2001,3
2001,39,2001,3
2001,14,4001,3
2001,37,2001,3
2001,8,2001,3
2001,12,2001,3
4001,48,4001,3
2001,39,2001,3
4001,51,4001,3
2001,20,2001,3
2001,74,4001,3
2001,13,4001,3
2001,27,3000,3
2001,18,2001,3
2001,40,4001,3
2001,38,2001,3
2001,18,4001,3
2001,65,2001,3
2001,34,4001,3
6001,9,2001,3
2001,18,2001,3
4001,16,6001,3
2001,16,2001,3
2001,33,2001,3
4001,19,4001,3
2001,37,2001,3
2001,20,2001,3
2001,27,2001,3
2001,26,2001,3
2001,36,2001,3
2001,109,4001,3
4001,76,4001,2
2001,43,2001,3
2001,48,2001,3
4001,42,4001,3
2001,19,2001,3
4001,32,4001,3
2001,125,2001,3
4001,57,6001,3
4001,39,2001,2
4001,9,4001,3
4001,95,2001,3
2001,14,2001,3
4001,7,4001,3
2001,30,2001,3
2001,31,2001,3
2001,85,2001,3
2001,70,4001,3
2001,18,2001,3
2001,106,2001,3
4001,71,6001,2
2001,19,2001,3
2001,110,2001,3
4001,77,2001,3
2001,29,2001,2
2001,61,2001,3
2001,2,2001,3
2001,78,2001,3
2001,44,2001,3
2001,61,2001,3
4001,22,8001,3
2001,26,2001,3
2001,58,2001,3
4001,39,2001,3
2001,7,2001,3
2001,1,2001,3
2001,34,2001,3
4001,34,4500,3
2001,35,2001,3
4001,47,4001,3
4001,39,2001,3
2001,11,2001,3
2001,65,2001,3
2001,18,2001,3
2001,27,2001,3
2001,11,2001,3
2001,24,2001,3
2001,30,2001,3
2001,14,2001,3
2001,80,2001,3
2001,66,2001,3
2001,73,2001,3
2001,32,2001,3
2001,42,2001,3
2001,65,2001,3
4001,99,4001,3
2001,10,2001,3
2001,5,2001,3
2001,54,2001,3
2001,83,3000,3
4001,7,2001,3
2001,7,2001,3
2001,6,2001,3
2001,19,2001,3
2001,13,4001,3
2001,5,2001,3
8001,50,6001,3
8001,14,4001,3
2001,60,2001,3
2001,10,2001,3
2001,14,2001,3
2001,28,2001,3
2001,10,2001,3
2001,58,2001,3
2001,13,2001,3
4001,63,2001,3
2001,8,2001,3
2001,5,2001,3
2001,16,4001,3
2001,44,2001,3
2001,7,3000,3
2001,31,4001,3
6001,102,6001,3
2001,3,2001,3
2001,24,2001,3
2001,39,2001,3
2001,54,2001,3
2001,24,2001,3
2001,58,2001,3
2001,46,2001,3
2001,34,2001,2
2001,21,4001,3
4001,39,2001,3
2001,33,2001,3
2001,21,3000,3
2001,28,2001,3
2001,48,2001,3
4001,18,4001,3
8001,31,4001,3
2001,14,2001,3
2001,27,2001,3
2001,5,2001,3
2001,15,2001,3
2001,38,2001,3
10001,51,10001,3
10001,86,10001,3
4001,43,4001,3
10001,89,8000,3
2001,17,2001,3
4001,44,6001,3
2001,30,2001,3
4001,104,4500,3
4001,53,4001,3
3000,28,2001,3
4001,11,4500,3
2001,57,4001,3
4001,18,4001,3
2001,4,4001,3
4001,57,4001,3
2001,20,2001,3
4001,104,4001,3
4001,104,4001,3
4001,14,4001,3
2001,118,4001,3
2001,6,2001,2
2001,45,2001,3
2001,13,2001,3
2001,23,4001,2
4001,19,4001,3
2001,7,2001,3
4001,61,2001,3
2001,45,4001,3
6001,7,4001,3
2001,52,2001,3
8001,137,4001,3
4001,76,6000,3
2001,44,3000,3
10001,147,15000,3
8001,92,8000,3
2001,6,4500,3
2001,35,4500,3
6001,61,6000,3
4001,60,4500,3
4001,2,4500,3
2001,16,3000,3
2001,29,3000,3
2001,59,3000,3
2001,16,3000,3
2001,12,2001,3
4001,64,4001,3
2001,20,2001,3
4001,91,2001,3
4001,22,4001,3
2001,30,2001,3
2001,54,2001,3
2001,7,4001,3
6001,42,6001,3
2001,6,4001,3
2001,9,4001,3
4001,14,4001,3
2001,61,6001,2
2001,29,3000,3
6001,19,4001,3
2001,8,2001,2
2001,29,3000,3
2001,22,4001,3
8001,8,4001,3
4001,26,4001,3
6001,44,4500,3
4001,25,6000,3
8001,15,3000,3
4001,47,4500,3
2001,30,2001,3
7000,102,8000,3
10001,91,7000,4
6001,38,6000,3
4001,32,4500,4
2001,28,3000,3
2001,41,3000,3
4001,34,3000,3
2001,11,3000,3
2001,48,4001,3
2001,40,4500,3
4001,9,3000,3
6001,42,6000,3
2001,46,2001,3
4001,52,4500,3
2001,14,3000,3
2001,41,3000,3
4001,58,4500,3
4001,16,3000,2
4001,75,4001,3
6001,39,8000,3
4001,72,4001,3
4001,23,3000,3
8001,99,8001,3
4001,27,4500,3
4001,85,5000,3
4001,13,3000,3
2001,43,2001,3
2001,42,4001,3
4001,21,4001,3
2001,7,2001,3
6001,53,6001,3
2001,33,2001,3
2001,11,2001,3
2001,3,4001,3
2001,10,2001,3
4001,46,6001,3
4001,36,4001,3
4001,30,4500,3
4001,65,4001,3
2001,60,2001,4
2001,61,2001,3
4001,30,6001,3
4001,23,4001,3
2001,32,4001,3
2001,25,4001,3
2001,34,2001,3
4001,61,4001,3
2001,4,2001,3
4001,14,4001,3
6001,10,4001,3
6001,19,2001,3
2001,15,2001,3
2001,4,8000,3
2001,46,10000,3
4001,40,6001,3
2001,8,2001,3
4001,39,4001,3
4001,12,4001,3
2001,7,2001,3
4001,69,4001,3
8001,31,8001,3
2001,20,4001,3
2001,39,4001,3
2001,3,2001,3
2001,5,2001,3
6001,61,2001,3
2001,17,2001,3
4001,16,10001,3
4001,22,4001,3
2001,9,2001,3
2001,27,4001,3
4001,20,6001,3
4001,87,6001,3
4001,43,6001,3
2001,68,4001,3
4001,25,4001,3
4001,18,4001,3
2001,27,4001,3
2001,31,2001,3
8001,43,10001,3
6001,29,4001,3
2001,52,2001,3
2001,32,4001,3
2001,27,2001,3
4001,11,6001,3
2001,3,2001,3
2001,46,2001,3
4001,29,4001,3
2001,22,4001,2
2001,28,4001,3
4001,61,4001,3
6001,27,4001,3
2001,13,4001,3
4001,20,4001,3
4001,58,4001,3
4001,15,4001,3
10001,16,2001,3
2001,58,4001,3
4001,36,4001,3
2001,38,3000,3
8001,39,8001,3
2001,83,4001,3
2001,12,4001,3
2001,7,2001,3
2001,58,2001,3
4001,24,4001,3
4001,45,4001,3
4001,14,2001,3
4001,73,4001,3
4001,17,4001,3
2001,28,3000,3
2001,87,2001,3
2001,20,2001,3
6001,44,4001,3
6001,70,8001,3
4001,38,4001,3
4001,35,6001,3
6001,16,4001,3
8001,90,10001,3
2001,36,2001,3
4001,16,4001,3
6001,55,3000,3
2001,1,2001,3
4001,71,6001,3
4001,33,6001,3
4001,18,8001,3
2001,33,4001,3
6001,107,8001,4
2001,9,2001,3
2001,54,4001,3
4001,18,4001,3
2001,7,2001,3
2001,33,2001,3
4001,35,4500,3
2001,30,2001,3
2001,7,2001,3
4001,51,4001,3
4001,40,4001,3
4001,54,6001,3
2001,50,2001,3
4001,34,4001,3
4001,50,2001,3
2001,37,4001,3
4001,32,4001,3
2001,53,4001,3
10001,41,4001,3
2001,21,6001,3
4001,31,4001,3
2001,11,2001,3
6001,7,4001,3
4001,20,4001,3
4001,77,4001,3
2001,34,2001,3
4001,34,8000,3
2001,17,2001,3
4001,55,4001,3
2001,8,2001,3
2001,14,4001,3
4001,52,4001,3
2001,10,2001,3
2001,31,2001,3
2001,12,2001,3
4001,24,6001,3
2001,13,3000,3
6001,38,6001,3
4001,81,2001,2
4001,39,6000,3
4001,7,3000,3
2001,26,2001,2
4001,37,4001,3
2001,51,4001,2
6001,38,6001,3
4001,55,4001,3
2001,65,4001,3
2001,1,2001,3
2001,57,4001,3
4001,15,4001,4
4001,31,6000,3
2001,5,2001,3
2001,34,2001,3
2001,24,2001,3
4001,8,4001,3
2001,34,3000,3
4001,7,4001,3
4001,26,4001,3
2001,22,2001,3
2001,28,2001,3
2001,13,2001,3
2001,3,2001,3
2001,13,2001,3
2001,14,2001,3
2001,12,2001,3
4001,32,6001,3
2001,10,4001,3
2001,32,2001,3
4001,28,4500,3
2001,55,4001,3
8001,84,10001,3
2001,48,4001,3
2001,5,2001,3
2001,2,2001,3
2001,30,2001,3
2001,27,4001,3
4001,5,8001,3
4001,27,6000,3
2001,67,2001,3
4001,23,6001,3
2001,27,2001,3
2001,4,2001,3
4001,27,6001,3
6001,8,15000,3
6001,29,10001,3
4001,39,8001,3
8001,66,6001,3
2001,20,2001,3
4001,25,4001,3
10001,37,10001,3
4001,21,4001,3
6001,56,4001,3
4001,34,4001,3
2001,40,4001,3
2001,27,4001,3
6001,71,6001,4
2001,9,2001,3
4001,31,4001,3
2001,19,2001,3
4001,23,4001,3
2001,5,2001,3
2001,14,2001,3
2001,30,4001,3
4001,68,4001,3
4001,22,4001,3
6001,31,4001,3
4001,50,4001,3
2001,19,4001,3
2001,8,2001,3
2001,10,4001,3
4001,30,4001,3
2001,5,2001,3
2001,8,2001,3
2001,24,4001,3
6001,70,8001,3
4001,79,6001,3
2001,41,4001,3
2001,17,2001,3
2001,38,4001,3
2001,49,2001,3
4001,31,4001,3
2001,21,2001,3
2001,26,4500,3
4001,29,4001,3
8001,71,8001,3
4001,57,6001,3
4001,20,4001,3
2001,54,2001,3
4001,56,4001,3
8001,55,10001,3
4001,21,4001,4
2001,60,4001,3
4001,60,4001,3
10001,72,10001,3
2001,33,2001,3
4001,19,6001,3
2001,8,2001,2
2001,44,2001,3
2001,24,2001,3
4001,140,4001,3
6001,119,4001,3
2001,6,2001,3
2001,53,2001,3
2001,24,2001,3
2001,37,2001,3
4001,29,4001,3
4001,7,2001,3
2001,6,2001,3
4001,43,4001,3
2001,26,2001,3
2001,42,2001,3
4001,19,4001,3
4001,34,4001,3
2001,7,2001,3
6001,87,6001,3
4001,27,4001,3
4001,22,3000,3
4001,17,4001,3
2001,32,4001,3
4001,76,10001,3
2001,44,2001,3
2001,12,2001,3
4001,17,2001,3
2001,20,4001,3
2001,26,2001,3
2001,2,2001,3
6001,84,4001,3
2001,16,4001,3
2001,5,2001,3
6001,38,6001,3
2001,22,4500,3
4001,26,4001,3
2001,11,2001,3
4001,19,4001,3
4001,42,6001,3
2001,6,3000,3
6001,18,6001,3
4001,37,4001,3
2001,4,2001,3
4001,17,2001,3
2001,17,2001,3
2001,87,2001,3
4001,40,2001,3
2001,35,4001,3
4001,41,2001,3
2001,3,2001,3
2001,43,2001,3
2001,115,2001,3
6001,6,6001,3
6001,13,4001,3
2001,4,2001,3
6001,51,6001,3
2001,11,2001,3
4001,37,4001,3
6001,93,10001,3
2001,7,4001,2
2001,52,2001,3
8001,34,6001,3
6001,30,4001,3
2001,42,2001,3
2001,66,4001,3
6001,40,3000,3
4001,29,4001,3
4001,9,4001,3
2001,11,2001,2
6001,22,6001,3
2001,37,4001,3
2001,36,2001,3
6001,28,6001,3
4001,36,4500,3
4001,31,6000,3
4001,8,4001,3
2001,19,4001,3
2001,33,4500,3
2001,2,2001,3
4001,9,4001,3
4001,18,6000,3
4001,19,2001,3
4001,35,2001,3
8001,41,8001,3
2001,57,4001,3
2001,3,2001,3
4001,62,6000,3
4001,64,6001,3
6001,37,6001,3
2001,60,2001,3
4001,21,4001,3
2001,3,2001,3
2001,11,2001,3
6001,158,6001,3
4001,11,4001,3
4001,85,4001,4
6001,72,6001,3
4001,26,4001,3
2001,84,4001,3
2001,47,2001,3
4001,50,6001,3
4001,120,6001,3
4001,41,2001,3
4001,99,4500,3
2001,4,4001,4
2001,17,2001,3
6001,13,6001,3
2001,111,3000,3
4001,18,3000,3
4001,13,4001,3
8001,69,4500,3
6001,36,10001,3
6001,14,6001,3
4001,50,8001,3
4001,113,6001,3
4001,37,6001,3
4001,38,6001,3
2001,68,4001,3
4001,31,6001,3
4001,19,4001,3
4001,6,4001,3
4001,17,6001,3
6001,9,6001,3
10001,47,6001,3
